target,size,n,model,calibration,roc_auc_mean,roc_auc_std,roc_auc_count,average_precision_mean,average_precision_std,average_precision_count,brier_mean,brier_std,brier_count,ece_mean,ece_std,ece_count,log_loss_mean,log_loss_std,log_loss_count
survival_status,Full,537,lightgbm,calibrated,0.7745714285714286,0.008584068061810633,5,0.4512582307064742,0.0222343468265449,5,0.12962325211025674,0.0013022277070368663,5,0.054454899507714496,0.015402748995787377,5,0.4141564361585681,0.0037028636382583336,5
survival_status,Full,537,logistic,raw,0.7547857142857144,0.004065785563073559,10,0.4609244845606383,0.015490062321362961,10,0.13046924629125561,0.0035028905744502186,10,0.044600205714481866,0.0023114805333455044,10,0.41790209398396316,0.010274237590023685,10
survival_status,Full,537,logistic,calibrated,0.7567142857142857,0.005281610375942625,5,0.46827206626565754,0.020122181214756705,5,0.12784061167658298,0.002473538392054875,5,0.045733288676159375,0.008570541677443633,5,0.409844816479778,0.006392029944203037,5
survival_status,Full,537,rf,raw,0.8278214285714286,0.008310257165073736,10,0.6131303840786031,0.02620401250304137,10,0.12188242075248665,0.0018309269782753716,10,0.08656138433244198,0.008811744099038893,10,0.39448106407147326,0.004671327442842638,10
survival_status,Full,537,rf,calibrated,0.8261428571428571,0.005430450802499442,5,0.6047988496516568,0.020880969039737424,5,0.11660778644235037,0.0006653043922156262,5,0.07451659062302188,0.018480708755595814,5,0.37909129598274116,0.002531338220655746,5
survival_status,Full,537,rf_smote,raw,0.7796607142857143,0.01179786831220023,10,0.47866559011066234,0.043116946913147144,10,0.1367519652755315,0.0031144327202318307,10,0.11605155555216881,0.012441715357927862,10,0.4387953727435875,0.008844279599265412,10
survival_status,Full,537,rf_smote,calibrated,0.7776428571428571,0.01204291857296649,5,0.48292562050722576,0.05873328493640443,5,0.12715135291760862,0.003544188053201666,5,0.05375898164694951,0.0094973700391951,5,0.40579490157883524,0.009072788022161571,5
survival_status,Full,537,tabpfn,raw,0.8341785714285714,0.004185501646909367,10,0.5764751625883229,0.01289485881724102,10,0.11598503159452311,0.0005719854170778644,10,0.06532331523179573,0.007524093340986015,10,0.37585329229479225,0.0013588787940408123,10
survival_status,Full,537,tabpfn,calibrated,0.8350714285714286,0.0013219111088087253,5,0.5838003122409003,0.006597904329752481,5,0.11695544761005179,0.0008680442934417568,5,0.06703055177877755,0.005341611309668162,5,0.37918613190319705,0.002099965654900149,5
survival_status,Full,537,xgboost,raw,0.79325,0.02196901162217655,10,0.498309905250672,0.019671099823102067,10,0.12367859534779613,0.002773298895145689,10,0.07115488869348799,0.025098123529333508,10,0.39534841088325845,0.007121711547352653,10
survival_status,Full,537,xgboost,calibrated,0.7938571428571428,0.023305316026650227,5,0.4900366885190673,0.026328196951428663,5,0.1265358879911042,0.003192930973158751,5,0.06088463970155554,0.01435463636699396,5,0.406359144185655,0.008485482917971065,5
